Probe Set ID	Gene Symbol
1424734_at	Rasgrf1
1424735_at	Slc25a25
1424736_at	Eef2
1424737_at	Thrsp
1424738_at	Mudeng
1424739_at	Mudeng
1424740_at	Creb3
1424741_s_at	Creb3
1424742_at	Creb3
1424743_at	Jmjd8
1424744_at	Sds
1424745_at	Agxt2l2
1424746_at	Kif1c
1424747_at	Kif1c
1424748_at	Galnt11
1424749_at	Wdfy1
1424750_at	Zbtb1
1424751_at	Abt1
1424752_x_at	6720487G11Rik /// Zfp71-rs1
1424753_at	Nudt14
1424754_at	Ms4a7
1424755_at	Hip1
1424756_at	Hip1
1424757_at	BC018242
1424758_s_at	Serpina10
1424759_at	Arrdc4
1424760_a_at	Smyd2
1424761_at	Fam115c
1424762_at	C1qtnf5 /// Mfrp
1424763_at	Rsph9
1424764_at	Sez6l
1424765_at	Eps15l1
1424766_at	Ercc6l
1424767_at	Cdh22 /// LOC100046008
1424768_at	Cald1
1424769_s_at	Cald1
1424770_at	Cald1
1424771_at	H2afj
1424772_at	H2afj
1424773_at	Fam125a
1424774_s_at	Ears2
1424775_at	Oas1a
1424776_a_at	Slc25a28
1424777_at	Dcaf4
1424778_at	Reep3
1424779_at	Reep3
1424780_a_at	Reep3
1424781_at	Reep3
1424782_at	Tmem77
1424783_a_at	Ugt1a1 /// Ugt1a10 /// Ugt1a2 /// Ugt1a5 /// Ugt1a6a /// Ugt1a6b /// Ugt1a7c /// Ugt1a9
1424784_at	OTTMUSG00000010657
1424785_at	Angptl6
1424786_s_at	Wdr45
1424787_a_at	Nrf1
1424788_at	Kri1
1424789_at	Zscan22
1424790_at	Slc25a42
1424791_a_at	Bcam
1424792_at	Rpp40
1424793_a_at	Pbp2
1424794_at	Rnf186
1424795_a_at	1700001O22Rik
1424796_at	1700054N08Rik
1424797_a_at	Pitx2
1424798_a_at	Adam5
1424799_a_at	Gcc1
1424800_at	Enah
1424801_at	Enah
1424802_a_at	3300001P08Rik
1424803_at	Mios
1424804_at	Mios
1424805_a_at	Tmem214
1424806_s_at	Tmem214
1424807_at	Lama4
1424808_at	Lama4
1424809_at	Crb3
1424810_at	Tasp1
1424811_at	Cml5
1424812_at	BC017158
1424813_at	Fam149b
1424814_a_at	Bcl2l14
1424815_at	Gys2
1424816_at	Cecr5
1424817_at	Spef1
1424818_at	Alg12
1424819_a_at	Ric8
1424820_a_at	LOC100046168 /// Ndfip1
1424821_at	LOC100046168 /// Ndfip1
1424822_at	Slain1
1424823_s_at	Slain1
1424824_at	Slain1
1424825_a_at	Glycam1
1424826_s_at	Mtss1
1424827_a_at	Csnk1a1
1424828_a_at	Fh1
1424829_at	A830007P12Rik
1424830_at	Ccnk /// LOC100046615
1424831_at	Cpne2
1424832_at	Cd300ld
1424833_at	Itpr2
1424834_s_at	Itpr2
1424835_at	Gstm4
1424836_a_at	Clasp2
1424837_at	Rnf113a1
1424838_at	A330049M08Rik
1424839_a_at	Nsun4
1424840_at	Rbks
1424841_s_at	Rbks
1424842_a_at	Arhgap24
1424843_a_at	Gas5
1424844_at	Angel1
1424845_a_at	Cep68
1424846_at	Cep68
1424847_at	Nefh
1424848_at	Kcnma1
1424849_at	Wdr62
1424850_at	Map3k1
1424851_at	Chchd5
1424852_at	Mef2c
1424853_s_at	Cyp4a10 /// Cyp4a31
1424854_at	Hist1h4a /// Hist1h4b /// Hist1h4f /// Hist1h4i /// Hist1h4m
1424855_at	Olah
1424856_at	Atp1a3
1424857_a_at	Trim34
1424858_at	L2hgdh
1424859_at	Homer3
1424860_at	D930016D06Rik
1424861_at	D930016D06Rik
1424862_s_at	Mib2
1424863_a_at	Hipk2
1424864_at	Hipk2
1424865_at	Pyy
1424866_at	Usp43
1424867_a_at	Glyat
1424868_at	Glyat
1424869_at	Dhrs7b /// LOC100045214
1424870_at	LOC100047530 /// Osbpl10
1424871_s_at	Fam100a
1424872_at	2310001H12Rik
1424873_at	Rnf2
1424874_a_at	Ptbp1
1424875_at	Spg20
1424876_s_at	Spg20
1424877_a_at	Alad /// LOC100046072
1424878_at	Lrch4 /// Sap25
1424879_at	Lrch4 /// Sap25
1424880_at	Trib1
1424881_at	Trib1
1424882_a_at	Nt5dc2
1424883_s_at	Sfrs7
1424884_at	Fbxw2
1424885_at	Klhdc8a
1424886_at	Ptprd
1424887_at	Klhdc4
1424888_at	LOC100044703 /// March2
1424889_at	Nupl2
1424890_at	Bnc1
1424891_a_at	Zw10
1424892_at	Zkscan5
1424893_at	Ndel1
1424894_at	Rab13
1424895_at	Gpsm2
1424896_at	Gpr85
1424897_at	Gpr85
1424898_at	Slc10a1
1424899_at	Nmnat3
1424900_at	LOC100048058 /// Slc29a4
1424901_at	Gcnt3
1424902_at	Plxdc1
1424903_at	Kdm5d
1424904_at	1300010F03Rik
1424905_a_at	Slc39a11
1424906_at	Pqlc3
1424907_a_at	Farsa
1424908_at	Mtfmt
1424909_at	Lrrc46
1424910_at	Kif12
1424911_a_at	Lyzl4
1424912_at	Slc25a17
1424913_at	2310044G17Rik
1424914_at	2310044G17Rik
1424915_s_at	2310044G17Rik
1424916_x_at	Zfp764
1424917_a_at	Wipi1
1424918_at	Tbc1d19
1424919_at	Erbb2
1424920_at	Slc37a3
1424921_at	Bst2
1424922_a_at	Brd4
1424923_at	Serpina3g
1424924_at	Sec63
1424925_at	Sec63
1424926_at	Sec63
1424927_at	Glipr1
1424928_at	2210018M11Rik
1424929_a_at	Trim26
1424930_s_at	Fam83f
1424931_s_at	Igl /// Igl-V1 /// LOC433053
1424932_at	Egfr
1424933_at	Myo5c
1424934_at	Ugt2b1
1424935_at	Gdap1l1
1424936_a_at	Dnahc8
1424937_at	Plin5
1424938_at	Steap1
1424939_at	Asz1
1424940_s_at	BC022687
1424941_at	BC016579
1424942_a_at	Myc
1424943_at	Cyp4a31
1424944_at	Pcp2
1424945_at	Chrdl1
1424946_a_at	Mtfr1
1424947_at	Dync1li1
1424948_x_at	H2-D1 /// H2-K1 /// LOC100044874
1424949_at	Huwe1
1424950_at	Sox9
1424951_at	Baiap2l1
1424952_at	Ociad1
1424953_at	BC021614
1424954_a_at	Pip5k1c
1424955_at	Haus1
1424956_at	Ahdc1
1424957_at	Ahdc1
1424958_at	Car8
1424959_at	Anxa13
1424960_at	Epn3
1424961_at	Tapbpl
1424962_at	Tm4sf4
1424963_at	Rp1
1424964_at	Rp1
1424965_at	Lpxn
1424966_at	Tmem40
1424967_x_at	Tnnt2
1424968_at	2210023G05Rik
1424969_s_at	Upp2
1424970_at	Purg
1424971_at	Ccdc99
1424972_at	---
1424973_at	Cyp3a25 /// LOC100044443
1424974_at	Zfp418
1424975_at	Siglec5
1424976_at	Rhov
1424977_at	Lrrc67
1424978_at	Odf4
1424979_at	Aph1a
1424980_s_at	Aph1a
1424981_at	Nln
1424982_a_at	2700078E11Rik
1424983_a_at	2700078E11Rik
1424984_at	2700078E11Rik
1424985_a_at	Sox10
1424986_s_at	Fbxw7
1424987_at	5430435G22Rik
1424988_at	Mylip
1424989_at	Orai1
1424990_at	Orai1
1424991_s_at	Tyms /// Tyms-ps
1424992_at	Tprkb
1424993_at	8430410K20Rik
1424994_at	Glyctk
1424995_at	Glyctk
1424996_at	Cflar
1424997_at	Sfrs8
1424998_at	Emr4
1424999_at	1700022C21Rik
1425000_s_at	5430407P10Rik
1425001_at	Rnf146
1425002_at	Sectm1a
1425003_at	Uroc1
1425004_s_at	Mocs1
1425005_at	Klrc1
1425006_a_at	Vrk1
1425007_at	Zfp566
1425008_a_at	Ifi203
1425009_at	Tcte2
1425010_at	Zfp119
1425011_x_at	Stx18
1425012_at	---
1425013_at	Slc25a2
1425014_at	Nr2c2
1425015_at	Ephb2
1425016_at	Ephb2
1425017_at	Pcdhac1
1425018_at	Mcts1
1425019_at	Ubxn2a
1425020_at	Gm6245 /// Ubxn2a
1425021_a_at	Pex16
1425022_at	Usp3
1425023_at	Usp3
1425024_at	E430018J23Rik
1425025_at	Tmem106a
1425026_at	Sft2d2
1425027_s_at	Sft2d2
1425028_a_at	Tpm2
1425029_a_at	Mboat2
1425030_at	Zfp622
1425031_at	Fktn
1425032_at	Abpb
1425033_at	Slc17a2
1425034_at	Slc17a2
1425035_s_at	Dnmt3l
1425036_a_at	Tnrc6a
1425037_at	Fgd4
1425038_at	Slc22a9
1425039_at	Itgbl1
1425040_at	Cybrd1
1425041_at	Lhx3
1425042_s_at	Pelp1
1425043_s_at	0610037D15Rik
1425044_at	Kcnj6
1425045_at	Jmjd7 /// Pla2g4b
1425046_at	BC018465
1425047_a_at	4921517L17Rik
1425048_a_at	Hmgb1
1425049_at	Oas1h
1425050_at	Isoc1
1425051_at	Isoc1
1425052_at	---
1425053_at	Isoc1
1425054_a_at	2510006D16Rik
1425055_at	Saps2
1425056_s_at	Saps2
1425057_at	Pbld
1425058_at	Zfp472
1425059_at	Prmt6
1425060_s_at	Clip1
1425061_at	Wasf3
1425062_at	Fcrl1
1425063_at	Fcrl1
1425064_at	Arnt
1425065_at	Oas2
1425066_a_at	Mtmr14
1425067_at	Celsr3
1425068_a_at	Tex264
1425069_at	Cyp2d34
1425070_at	Ntrk3
1425071_s_at	Ntrk3
1425072_at	Skp2
1425073_at	Plekhg6
1425074_at	Wrn
1425075_at	Gatad2b
1425076_at	Dnajc18
1425077_at	Dnajc18
1425078_x_at	C130026I21Rik /// LOC100041885
1425079_at	Tm6sf2
1425080_at	Zfp286
1425081_at	Zfp286
1425082_s_at	Pds5a
1425083_at	Otor
1425084_at	Gimap7
1425085_at	6330416L07Rik
1425086_a_at	Slamf6
1425087_at	2310003F16Rik
1425088_at	Scnn1a
1425089_at	Kcnc4
1425090_s_at	Kcnc4
1425091_at	Rarres2
1425092_at	Cdh10
1425093_at	P2rx3
1425094_a_at	Lhx6
1425095_at	BC002059
1425096_a_at	Ptcd1
1425097_a_at	Zfp106
1425098_at	Zfp106
1425099_a_at	Arntl
1425100_a_at	Pde6g
1425101_a_at	Fkbp6
1425102_a_at	Ace2
1425103_at	Ace2
1425104_at	Kctd1
1425105_at	Rbp3
1425106_a_at	Wars
1425107_a_at	Lifr
1425108_a_at	BC004728
1425109_at	Slc44a3
1425110_at	Sorcs3
1425111_at	Sorcs3
1425112_at	Ankrd27
1425113_x_at	---
1425114_at	Rbbp6
1425115_at	Rbbp6
1425116_a_at	Spnb4
1425117_at	Aspdh
1425118_at	Spire2
1425119_at	Oas1b
1425120_x_at	Ifi27l2b
1425121_a_at	BC006965
1425122_at	Fam3b
1425123_at	Klhl36
1425124_at	Rnf183
1425125_at	Oit3
1425126_at	Ncam1
1425127_at	Hsd3b2
1425128_at	B3gnt8
1425129_a_at	Taldo1
1425130_a_at	Ptpn5
1425131_at	Ptpn5
1425132_at	Neto1
1425133_s_at	Rab3il1
1425134_a_at	Pigx
1425135_a_at	Dnm2
1425136_x_at	Dnm2
1425137_a_at	H2-Q10
1425138_at	Guca1b
1425139_at	Sesn2
1425140_at	Lactb2
1425141_at	Lactb2
1425142_a_at	Hnrnpd
1425143_a_at	Ndufs1
1425144_at	Klk1b11
1425145_at	Il1rl1
1425146_at	2410075B13Rik
1425147_at	2410075B13Rik
1425148_a_at	LOC100047864 /// Snx6
1425149_a_at	Pdcl
1425150_at	Acnat2
1425151_a_at	Noxo1
1425152_s_at	Serpini2
1425153_at	Myh2
1425154_a_at	Csf1
1425155_x_at	Csf1
1425156_at	Gbp6
1425157_x_at	Tspan33
1425158_at	Tbx20
1425159_at	Golt1a
1425160_at	AF067063
1425161_a_at	Trabd
1425162_at	Rorb
1425163_at	AI661453
1425164_a_at	Phkg1
1425165_at	Gzmn
1425166_at	Rbl1
1425167_a_at	Gngt1
1425168_at	Gngt1
1425169_at	Tessp2
1425170_a_at	Adam15
1425171_at	Rho
1425172_at	Rho
1425173_s_at	Golph3l
1425174_at	---
1425175_at	C1ql3
1425176_at	C1ql3
1425177_at	Shmt1
1425178_s_at	Shmt1
1425179_at	Shmt1
1425180_at	Sgip1
1425181_at	Sgip1
1425182_x_at	Klk1b22 /// Klk1b9
1425183_a_at	Rpl4
1425184_at	2810433K01Rik
1425185_at	Pppde1
1425186_at	Lmbrd1
1425187_at	Sel1l
1425188_s_at	Sel1l
1425189_a_at	Mrpl15
1425190_a_at	Phospho2
1425191_at	Ocel1
1425192_at	Klhl25
1425193_at	2010106G01Rik
1425194_a_at	6330577E15Rik
1425195_a_at	Acat2 /// Acat3
1425196_a_at	Hint2
1425197_at	Ptpn2
1425198_at	Ptpn2
1425199_a_at	Epb4.1l5
1425200_at	Clcc1
1425201_a_at	Hyi
1425202_a_at	Ank3
1425203_at	Ddx19b
1425204_s_at	Ddx19a /// Ddx19b
1425205_at	Ddx19b
1425206_a_at	Ube3a
1425207_at	BC026439
1425208_at	Lbh
1425209_at	Zfp84
1425210_s_at	Zfp84
1425211_at	Gatc
1425212_a_at	Tnfrsf19
1425213_at	Fam81a
1425214_at	P2ry6
1425215_at	Ffar2
1425216_at	Ffar2
1425217_a_at	Synj2
1425218_a_at	Scgb3a2
1425219_x_at	Gngt1
1425220_x_at	LOC100038935
1425221_at	Agr3
1425222_x_at	D630002G06Rik
1425223_at	Birc3
1425224_at	Slmo1
1425225_at	Fcgr4
1425226_x_at	LOC665506
1425227_a_at	Atp6v0a1
1425228_a_at	Dguok
1425229_a_at	Tcf7l2
1425230_at	Nags
1425231_a_at	Zfp46
1425232_x_at	Arr3
1425233_at	2210407C18Rik
1425234_at	Col20a1
1425235_s_at	Col20a1
1425236_at	Col20a1
1425237_at	Krtap16-8
1425238_at	Gm6607
1425239_at	Setd4
1425240_at	BC011426
1425241_a_at	Wsb1
1425242_at	1810006K21Rik
1425243_at	Cd207
1425244_a_at	Theg
1425245_a_at	Rgs11
1425246_at	0610008F07Rik
1425247_a_at	Igh /// Ighg1
1425248_a_at	LOC100048488 /// Tyro3
1425249_a_at	LOC100048488 /// Tyro3
1425250_a_at	Slc14a2
1425251_at	Ptger3
1425252_a_at	Mad1l1
1425253_a_at	Madcam1
1425254_at	Foxn4
1425255_s_at	Hnrpll
1425256_a_at	Dixdc1
1425257_at	Acot5
1425258_at	Cst11
1425259_x_at	Klra12
1425260_at	Alb
1425261_at	Cebpg
1425262_at	Cebpg
1425263_a_at	Mbp
1425264_s_at	Mbp
1425265_a_at	Eri3
1425266_a_at	Rap1gds1
1425267_a_at	Pear1
1425268_a_at	Pear1
1425269_at	Apbb1ip
1425270_at	Kif1b
1425271_at	Psmc3ip
1425272_at	Emp2
1425273_s_at	Emp2
1425274_at	Asph
1425275_at	Asph
1425276_at	Fbrs
1425277_at	Slit1
1425278_at	Ube4a
1425279_at	Pdik1l
1425280_at	Leng1
1425281_a_at	Tsc22d3
1425282_at	Rnf144b
1425283_a_at	Mtl5
1425284_a_at	Rab27a
1425285_a_at	Rab27a
1425286_at	Crygn
1425287_at	Zfp189
1425288_at	Samd11
1425289_a_at	Cr2
1425290_at	Stx19
1425291_at	Foxj1
1425292_at	Dtna
1425293_a_at	Zcchc18
1425294_at	Slamf8
1425295_at	Ear11
1425296_a_at	Rgs3
1425297_at	Zfp825
1425298_a_at	Naip1
1425299_s_at	Gm13072 /// Gm7828 /// Trmt112
1425300_at	Dak
1425301_at	Ncam2
1425302_at	Mfsd6l
1425303_at	Gck
1425304_s_at	Prima1
1425305_at	Zfp295
1425306_at	BC027072
1425307_at	Dnahc1
1425308_at	Trim31
1425309_at	Catsper2
1425310_a_at	Emid2
1425311_at	4930432F04Rik
1425312_s_at	Cpsf4l
1425313_at	Carf
1425314_at	Gpr98
1425315_at	Dock7
1425316_at	B3gat1
1425317_x_at	Stk31
1425318_a_at	Tmem116
1425319_s_at	Snrnp48
1425320_at	Zfp605
1425321_a_at	Clmn
1425322_at	Gm13271 /// Gm13275 /// Gm13276 /// Gm13290 /// Ifnz /// LOC641172
1425323_a_at	Fam173a
1425324_x_at	Igh
1425325_at	Ms4a4b
1425326_at	Acly
1425327_at	Fam76a
1425328_at	Fam76a
1425329_a_at	Cyb5r3
1425330_a_at	Gm7895 /// Ppm1b
1425331_at	Zfp106
1425332_at	Zfp106
1425333_at	Rab43
1425334_at	Gorasp1
1425335_at	Cd8a
1425336_x_at	H2-K1
1425337_at	Slc12a5
1425338_at	Plcb4
1425339_at	Plcb4
1425340_a_at	Ptpra
1425341_at	Kcnk3
1425342_a_at	Kcnk3
1425343_at	Hdhd3
1425344_at	Narf
1425345_at	Ccdc28a
1425346_at	Zfp318
1425347_a_at	Zfp318
1425348_a_at	Srprb
1425349_a_at	Myef2
1425350_a_at	Myef2
1425351_at	Srxn1
1425352_at	Rcor3
1425353_at	Enpp3
1425354_a_at	Aggf1
1425355_at	Acsf2
1425356_at	Zfp142
1425357_a_at	Grem1
1425358_at	Riok1
1425359_at	Mall
1425360_at	Mllt6
1425361_at	Zfp397
1425362_at	Agfg2
1425363_at	B4galnt1
1425364_a_at	Slc3a2
1425365_a_at	Cyp2d13
1425366_a_at	Hus1
1425367_at	Itgal
1425368_a_at	Numb
1425369_a_at	Sox10
1425370_a_at	Erg
1425371_at	Polb
1425372_at	Dnajc19
1425373_a_at	LOC100047604 /// Psmg2
1425374_at	Oas3
1425375_at	Tdpoz1
1425376_at	Alox8
1425377_at	Wnt1
1425378_at	Herc1
1425379_at	Hgf
1425380_at	Rasgrp4
1425381_a_at	Trfr2
1425382_a_at	Aqp4
1425383_a_at	LOC676870 /// Pbx1
1425384_a_at	Ube4a
1425385_a_at	Igh
1425386_at	4833422F24Rik
1425387_at	Akr1c20
1425388_a_at	Tpk1
1425389_a_at	Runx2
1425390_at	Adat1
1425391_a_at	Osbpl5
1425392_a_at	Nr1i3
1425393_a_at	Map2k7
1425394_at	BC023105
1425395_at	Adam26a
1425396_a_at	Lck
1425397_at	Gm9885
1425398_at	LOC665622 /// RP23-38E20.1
1425399_at	Mfsd7b
1425400_a_at	Cited4
1425401_at	Cpsf4l
1425402_at	Thop1
1425403_at	Dnm3
1425404_a_at	Tmem110
1425405_a_at	Adar
1425406_at	Clec4a2
1425407_s_at	Clec4a2 /// Clec4b1
1425408_a_at	2610034M16Rik
1425409_at	Chrna2
1425410_at	Tprkb
1425411_at	Arl4a
1425412_at	Nlrp3
1425413_at	LOC100048049 /// Rfx3
1425414_at	Ppp1r16b
1425415_a_at	Slc1a1
1425416_s_at	Psrc1
1425417_x_at	Klra8
1425418_at	Wfdc5
1425419_a_at	Raf1
1425420_s_at	Lats2
1425421_at	LOC100134980
1425422_a_at	Parn
1425423_at	Glis1
1425424_at	MGC7817
1425425_a_at	Wif1
1425426_a_at	Mef2a
1425427_at	LOC639910
1425428_at	Hif3a
1425429_s_at	Hif3a /// LOC641092
1425430_at	Krtap16-5
1425431_at	Krtap16-10 /// Krtap16-6
1425432_at	Oprm1
1425433_a_at	---
1425434_a_at	Msr1
1425435_at	Msr1
1425436_x_at	Klra3 /// Klra9
1425437_a_at	Kcnk7
1425438_at	---
1425439_a_at	Slc41a3
1425440_x_at	Slc41a3
1425441_at	---
1425442_at	Oscar
1425443_at	Tcfap2d
1425444_a_at	Tgfbr2
1425445_a_at	Cldn18
1425446_at	---
1425447_at	Dkk4
1425448_x_at	Atp6v0b
1425449_at	Ppap2a
1425450_at	Chi3l4
1425451_s_at	Chi3l3 /// Chi3l4
1425452_s_at	Fam84a
1425453_x_at	Klra12
1425454_a_at	Il12a
1425455_a_at	Churc1
1425456_a_at	Map2k3
1425457_a_at	Grb10
1425458_a_at	Grb10
1425459_at	Mtmr2
1425460_at	Mtmr2
1425461_at	Fbxw11
1425462_at	Fbxw11
1425463_at	Gata6
1425464_at	Gata6
1425465_a_at	Senp2
1425466_at	Senp2
1425467_a_at	Plp1
1425468_at	Plp1
1425469_a_at	---
1425470_at	---
1425471_x_at	---
1425472_a_at	Lmna
1425473_at	Med17
1425474_a_at	Vps39
1425475_at	Col4a5
1425476_at	Col4a5
1425477_x_at	H2-Ab1
1425478_x_at	Ube2i
1425479_at	Smyd5
1425480_at	Cnot6l
1425481_at	Cnot6l
1425482_s_at	Ankmy2
1425483_at	Tox
1425484_at	Tox
1425485_at	Mtmr6
1425486_s_at	Mtmr6
1425487_at	Slu7
1425488_at	Slu7
1425489_at	Slu7
1425490_a_at	Wdr13
1425491_at	Bmpr1a
1425492_at	Bmpr1a
1425493_at	Bmpr1a
1425494_s_at	Bmpr1a
1425495_at	Zfp62
1425496_at	Abca3
1425497_a_at	Prpf4b
1425498_at	Prpf4b
1425499_at	---
1425500_x_at	---
1425501_at	---
1425502_x_at	---
1425503_at	Gcnt2
1425504_at	Mylk
1425505_at	Mylk
1425506_at	Mylk
1425507_at	Arfrp1
1425508_s_at	Arfrp1
1425509_at	Mark1
1425510_at	Mark1
1425511_at	Mark1
1425512_at	Map2k7
1425513_at	Map2k7
1425514_at	Pik3r1
1425515_at	Pik3r1
1425516_at	Ogt
1425517_s_at	Ogt
1425518_at	Rapgef4
1425519_a_at	Cd74
1425520_a_at	Dhdds
1425521_at	Paip1
1425522_at	Rbm25
1425523_at	Rbm25
1425524_at	Rbm25
1425525_a_at	P2rx4
1425526_a_at	Prrx1
1425527_at	Prrx1
1425528_at	Prrx1
1425529_s_at	D19Wsu162e
1425530_a_at	Stx3
1425531_at	Znhit1
1425532_a_at	Bin1
1425533_a_at	Stau2
1425534_at	Stau2
1425535_at	Repin1
1425536_at	Stx3
1425537_at	Ppm1a
1425538_x_at	Ceacam1
1425539_a_at	Rtn3
1425540_at	Otc
1425541_at	Ddx27
1425542_a_at	Ppp2r5c
1425543_s_at	Plekha5
1425544_at	Plekha5
1425545_x_at	H2-D1
1425546_a_at	Trf
1425547_a_at	Klc4
1425548_a_at	Lst1
1425549_at	Psen1
1425550_a_at	Prkar1a
1425551_at	Hip1r
1425552_at	Hip1r
1425553_s_at	Hip1r
1425554_a_at	Cdc16
1425555_at	Crkrs
1425556_at	Crkrs
1425557_x_at	Tsc22d3
1425558_at	Klc3
1425559_a_at	Acsm3
1425560_a_at	S100a16
1425561_at	Trnt1
1425562_s_at	Trnt1
1425563_s_at	Pcdh10
1425564_at	Rest
1425565_at	Rest
1425566_at	Rest
1425567_a_at	Anxa5
1425568_a_at	Tmem33
1425569_a_at	Slamf1
1425570_at	Slamf1
1425571_at	Slamf1
1425572_a_at	Asap1
1425573_a_at	Asap1
1425574_at	Epha3
1425575_at	Epha3
1425576_at	Ahcyl1
1425577_at	Zmym5
1425578_a_at	Gfra2
1425579_at	Gfra2
1425580_a_at	Pik3c3
1425581_s_at	Galnt7
1425582_a_at	Emcn
1425583_at	---
1425584_x_at	---
1425585_at	Med12
1425586_a_at	Mlph
1425587_a_at	Ptprj
1425588_at	Ptprj
1425589_at	Hsd17b13
1425590_s_at	Aipl1
1425591_a_at	Chmp2a
1425592_at	Tnpo2
1425593_at	Tnpo2
1425594_at	Lamc3
1425595_at	Gabbr1
1425596_at	AI317395
1425597_a_at	Qk
1425598_a_at	LOC676654 /// Lyn
1425599_a_at	Gatad1
1425600_a_at	Plcb1
1425601_a_at	Rtkn
1425602_a_at	Rabep2
1425603_at	Tmem176a
1425604_at	Crkl
1425605_a_at	Lmbr1
1425606_at	Slc5a8
1425607_at	Hlcs
1425608_at	Dusp3
1425609_at	Ncf1
1425610_s_at	Galnt2
1425611_a_at	Cux1
1425612_at	Cux1
1425613_at	Pcdha11
1425614_x_at	H2-D1
1425615_a_at	Pck2
1425616_a_at	Ccdc23
1425617_at	Dhx9
1425618_at	Dhx9
1425619_s_at	Dsg2
1425620_at	Tgfbr3
1425621_at	Trim35
1425622_at	Edil3
1425623_a_at	Cbs
1425624_at	Epm2aip1
1425625_at	Il13ra1
1425626_at	Gstm1
1425627_x_at	Gstm1
1425628_a_at	Gtf2i
1425629_a_at	Nol6
1425630_at	Sin3b
1425631_at	Ppp1r3c
1425632_a_at	Pqlc2
1425633_at	BC026782
1425634_a_at	Tnk1
1425635_at	Tnk1
1425636_at	Hhat
1425637_at	---
1425638_at	Adap2
1425639_at	Adap2
1425640_at	Aff1
1425641_at	Aff1
1425642_at	Cep290
1425643_at	Gypa
1425644_at	Lepr
1425645_s_at	Cyp2b10
1425646_at	BC016495
1425647_at	Trim60
1425648_at	Trim60
1425649_at	Slc39a14
1425650_at	Tle4
1425651_at	Nhej1
1425652_s_at	LOC100044395 /// Rbpms
1425653_at	Atf7
1425654_a_at	Lima1
1425655_at	Krtap16-1
1425656_a_at	Baiap2
1425657_at	1700016D06Rik
1425658_at	Cd109
1425659_at	Tom1l2
1425660_at	Btbd3
1425661_at	Cdadc1
1425662_at	Cdadc1
1425663_at	Il1rn
1425664_at	Klhl20
1425665_a_at	Srp54a /// Srp54b /// Srp54c
1425666_at	LOC100045988 /// Zic5
1425667_at	Acot11
1425668_a_at	St3gal4
1425669_at	Mobkl2b
1425670_at	Rfxank
1425671_at	Homer1
1425672_a_at	Trpc2
1425673_at	Lpp
1425674_a_at	Ssu72
1425675_s_at	Ceacam1
1425676_a_at	Elovl1
1425677_a_at	Ank1
1425678_a_at	Snrk
1425679_a_at	Mapk8ip1
1425680_a_at	Btrc
1425681_a_at	Prnd
1425682_a_at	Tprkb
1425683_at	---
1425684_at	Akr1b10
1425685_at	Akr1b10
1425686_at	Cflar
1425687_at	Cflar
1425688_a_at	Dpys
1425689_at	Dpys
1425690_at	B3gat1
1425691_at	B3gat1
1425692_a_at	Dnahc8
1425693_at	Braf
1425694_at	Tbx5
1425695_at	Tbx5
1425696_at	Nxnl1
1425697_at	Sdccag1
1425698_a_at	Crebzf
1425699_a_at	Abhd14a
1425700_at	Grm1 /// LOC100045018
1425701_a_at	Rgs3
1425702_a_at	Enpp5
1425703_at	Ppard
1425704_at	Dhrs11
1425705_a_at	Ero1lb
1425706_a_at	Ddb2
1425707_a_at	Kcnj6
1425708_at	Rnf17
1425709_at	Rnf17
1425710_a_at	Homer1
1425711_a_at	Akt1
1425712_at	BC025446
1425713_a_at	Rnf146
1425714_a_at	Nfam1
1425715_at	Il1f8
1425716_s_at	Bak1
1425717_at	Lrba
1425718_a_at	Ivns1abp
1425719_a_at	Nmi
1425720_at	---
1425721_at	Phip
1425722_at	LOC435565
1425723_at	Nr1i2
1425724_at	Ptprn2
1425725_s_at	Ppp2r5c
1425726_x_at	Ppp2r5c
1425727_at	Cldn19
1425728_at	OTTMUSG00000005523
1425729_at	Best2
1425730_at	Cacng6
1425731_at	Ankrd24
1425732_a_at	Mxi1
1425733_a_at	Eps8 /// LOC632638
1425734_a_at	Ccdc77
1425735_at	Madd
1425736_at	Cd37
1425737_at	BC002195
1425738_at	LOC100047222 /// LOC676193
1425739_at	Pld1
1425740_at	Suv420h1
1425741_at	Srgap3
1425742_a_at	Tsc22d1
1425743_at	Trim7
1425744_a_at	Mgat5
1425745_a_at	Tacc2
1425746_at	D730039F16Rik
1425747_at	Dock5
1425748_at	Diras1
1425749_at	Stxbp6
1425750_a_at	Jak3
1425751_at	BC014805
1425752_at	BC014805
1425753_a_at	Ung
1425754_a_at	Btn1a1
1425755_at	Mtcp1
1425756_at	Rab40b
1425757_a_at	Impg1
1425758_a_at	Impg1
1425759_at	Nobox
1425760_a_at	Pitpnm1
1425761_a_at	Nfatc1
1425762_a_at	Rxra
1425763_x_at	Igh /// Igh-2 /// Igh-VJ558 /// LOC544903
1425764_a_at	Bcat2
1425765_at	LOC622757
1425766_x_at	LOC622757
1425767_a_at	Six4
1425768_at	Diablo
1425769_x_at	Cklf
1425770_at	A730028G07Rik
1425771_at	Akr1d1
1425772_at	Col4a4
1425773_s_at	Nmnat1
1425774_at	1500001A10Rik
1425775_at	Zfp820
1425776_a_at	C87436
1425777_at	Cacnb1
1425778_at	Ido2
1425779_a_at	Tbx1
1425780_a_at	Tmem167
1425781_a_at	Plcb1
1425782_at	Plcb1
