ID	Cy5	Cy3	Ratio	Sum	LogRat
YLR088W	1980	3253	0.61	5142	-0.72
YLR384C	1832	1881	0.98	3624	-0.03
YLR388W	23786	8159	2.93	31854	1.55
YLR392C	713	1501	0.47	2123	-1.1
YLR408C	936	1690	0.55	2536	-0.86
YLR410W-B	34571	35943	0.96	70423	-0.06
YLR414C	2179	3207	0.68	5295	-0.56
YLR430W	1032	1213	0.86	2156	-0.23
YLR434C	80	137	0.49	128	-1.03
YLR438C-A	3775	5500	0.69	9186	-0.54
YLR453C	333	669	0.48	912	-1.06
YLR457C	655	1320	0.49	1884	-1.04
YLR461W	829	1645	0.5	2384	-1.01
YMR147W	299	420	0.71	629	-0.5
YMR151W	273	464	0.57	647	-0.81
YMR154C	304	646	0.45	860	-1.16
YMR168C	629	1010	0.62	1548	-0.7
YMR172C-A	46	104	0.18	60	-2.5
YMR174C	1042	2990	0.34	3942	-1.55
YMR190C	406	661	0.61	977	-0.72
YMR193W	3010	5815	0.52	8735	-0.95
YMR196W	1025	4846	0.21	5781	-2.28
YMR212C	1727	2016	0.86	3654	-0.22
YMR216C	702	998	0.7	1611	-0.51
YMR220W	1988	3437	0.58	5336	-0.79
YNL191W	561	636	0.9	1107	-0.16
YNL195C	173	623	0.24	707	-2.07
YNL199C	2451	3647	0.67	6007	-0.57
YNL215W	1832	3545	0.51	5286	-0.96
YNL219C	3819	6777	0.56	10506	-0.83
YNL223W	594	1538	0.37	2041	-1.42
YNL239W	2087	8357	0.25	10353	-2.02
YNL243W	2831	5399	0.52	8138	-0.94
YNL247W	3306	3148	1.06	6364	0.08
YNL263C	2648	4246	0.62	6804	-0.68
YNL267W	1092	1879	0.58	2881	-0.79
YNL271C	1577	2227	0.71	3715	-0.5
YOL152W	135	393	0.29	439	-1.8
YOL156W	486	656	0.74	1053	-0.43
YOL160W	106	183	0.53	200	-0.92
YOR009W	269	952	0.26	1132	-1.96
YOR013W	396	717	0.54	1024	-0.89
YOR017W	696	1265	0.54	1871	-0.88
YOR033C	794	1262	0.62	1966	-0.68
YOR037W	1943	3697	0.52	5549	-0.94
YOR041C	174	282	0.6	367	-0.75
YOR057W	1794	3234	0.55	4937	-0.86
YOR061W	2640	4683	0.56	7231	-0.83
YOR065W	796	2101	0.37	2806	-1.43
YOR361C	5265	3399	1.56	8574	0.64
YOR365C	52	115	0.24	77	-2.05
YOR369C	35247	7459	4.75	42616	2.25
YOR385W	888	1463	0.6	2261	-0.73
YOR389W	558	1065	0.51	1534	-0.96
YOR393W	130	266	0.43	307	-1.2
YPL015C	910	1870	0.48	2689	-1.06
YPL019C	9121	3933	2.34	12964	1.23
YPL023C	1021	1423	0.72	2354	-0.48
YPL039W	1180	1581	0.75	2671	-0.42
YPL043W	1968	711	2.93	2590	1.55
YPL047W	3032	5788	0.52	8730	-0.94
YPR062W	6810	10083	0.68	16803	-0.57
YPR066W	648	1820	0.35	2377	-1.53
YPR070W	654	984	0.66	1546	-0.59
YPR086W	1752	2970	0.59	4631	-0.77
YPR090W	945	1617	0.58	2473	-0.79
YPR094W	1596	2598	0.61	4104	-0.71
YPR110C	4724	2430	1.97	7065	0.98
YPR114W	1588	2394	0.66	3893	-0.59
YPR118W	3344	4719	0.71	7974	-0.5
YPR133W-A	6722	11797	0.57	18429	-0.81
YPR137C-A	41473	35452	1.17	76834	0.23
YPR139C	1357	2924	0.46	4191	-1.12
YCL021W-A	634	1012	0.62	1557	-0.69
YCR097W-A	286	444	0.63	642	-0.66
YDL185C-A	49	109	0.21	70	-2.27
YGL258W-A	264	1009	0.24	1183	-2.08
YJL052C-A	57	97	0.44	65	-1.17
YKL018C-A	1549	2849	0.54	4307	-0.89
YML099W-A	59	137	0.25	104	-1.98
YMR122W-A	9335	13588	0.69	22831	-0.54
YNR034W-A	551	2276	0.23	2739	-2.11
EMPTY	41	55	1.33	7	0.42
EMPTY	40	54	1	4	0
EMPTY	39	55	0.67	5	-0.58
EMPTY	38	53	0.5	3	-1
EMPTY	38	51	-1	0	0
EMPTY	39	50	-2	1	0
EMPTY	38	52	1	2	0
EMPTY	36	53	-0.5	1	0
EMPTY	36	49	0.33	-4	-1.58
EMPTY	38	52	0	-1	0
EMPTY	35	52	3	-4	1.58
YJL061W	841	1084	0.78	1835	-0.36
YLL039C	10812	40501	0.27	51223	-1.91
YPL016W	450	644	0.69	1003	-0.53
YJL061W	1683	3261	0.51	4854	-0.96
YLL039C	11093	37359	0.3	48362	-1.75
YPL016W	473	659	0.72	1042	-0.48
YJL061W	638	814	0.79	1362	-0.34
YLL039C	6847	26823	0.25	33580	-1.98
YPL016W	490	732	0.66	1132	-0.59
YJL061W	514	761	0.67	1185	-0.57
YLL039C	853	1647	0.51	2410	-0.97
YPL016W	350	455	0.77	716	-0.37
YBR034C	4409	2569	1.74	6890	0.8
YBR038W	941	2060	0.45	2911	-1.15
YBR042C	1696	2842	0.59	4449	-0.75
YBR058C	1000	1665	0.6	2579	-0.74
YBR062C	2732	6995	0.39	9637	-1.37
YBR066C	2408	5718	0.42	8035	-1.26
YBR082C	8310	15493	0.54	23711	-0.9
YBR085W	704	781	0.91	1394	-0.13
YBR089C-A	6859	13184	0.52	19952	-0.95
YBR104W	2545	5061	0.5	7514	-1
YBR108W	541	1076	0.49	1526	-1.03
YBR112C	1417	1956	0.72	3283	-0.47
YCR042C	1414	1991	0.71	3315	-0.49
YCR046C	979	1855	0.52	2744	-0.94
YCR050C	318	288	1.19	516	0.25
YCR069W	3555	8188	0.43	11653	-1.21
YCR073W-A	42	60	0.5	12	-1
YCR079W	1064	2494	0.42	3468	-1.25
YCR095C	1300	1821	0.71	3031	-0.49
YCR099C	364	1114	0.31	1390	-1.7
YCR102W-A	127	241	0.47	278	-1.09
YDL011C	43	64	0.36	15	-1.46
YDL015C	2181	3547	0.61	5636	-0.71
YDL019C	1395	3248	0.42	4552	-1.24
YDR068W	3757	7038	0.53	10703	-0.91
YDR072C	4653	5883	0.79	10444	-0.34
YDR076W	544	1063	0.5	1516	-1
YDR092W	4841	10011	0.48	14761	-1.05
YDR096W	1158	3041	0.37	4107	-1.42
YDR098C-B	18303	29680	0.62	47891	-0.7
YDR114C	63	111	0.41	83	-1.3
YDR118W	547	1013	0.53	1471	-0.92
YDR122W	1185	3205	0.36	4302	-1.46
YDR138W	994	1716	0.57	2620	-0.8
YDR142C	933	2049	0.45	2892	-1.16
YDR146C	1427	2798	0.51	4135	-0.98
YDR434W	2125	3623	0.58	5657	-0.78
YDR438W	470	774	0.6	1153	-0.74
YDR442W	61	115	0.35	85	-1.52
YDR458C	825	1726	0.47	2460	-1.09
YDR462W	2075	4409	0.47	6394	-1.1
YDR466W	1581	3134	0.5	4624	-1
YDR482C	2619	4973	0.52	7500	-0.93
YDR486C	2996	7218	0.41	10122	-1.28
YDR490C	594	1204	0.48	1707	-1.05
YDR506C	653	1577	0.4	2139	-1.31
YDR510W	7287	11234	0.65	18431	-0.63
YDR514C	1242	1379	0.91	2531	-0.14
YER176W	779	1657	0.46	2347	-1.12
YER180C	1117	1763	0.63	2790	-0.67
YER184C	493	951	0.51	1355	-0.98
YFL007W	1232	2294	0.53	3437	-0.91
YFL010W-A	94	207	0.36	209	-1.49
YFL013W-A	45	92	0.15	45	-2.7
YFL028C	2344	4301	0.54	6554	-0.88
YFL032W	66	130	0.35	104	-1.51
YFL034W	1009	1780	0.56	2697	-0.83
YFL051C	65	120	0.4	95	-1.33
YFL055W	212	481	0.4	602	-1.31
YFL059W	1269	3549	0.35	4727	-1.51
YGL234W	7085	5137	1.39	12132	0.47
YGL238W	1934	2676	0.72	4520	-0.47
YGL242C	5594	13348	0.42	18851	-1.26
YGL258W	114	199	0.51	221	-0.96
YGL262W	69	146	0.33	125	-1.6
YGR003W	1165	2183	0.53	3258	-0.92
YGR019W	1678	9637	0.17	11228	-2.55
YGR023W	1294	3417	0.37	4622	-1.42
YGR027C	38867	23207	1.68	61982	0.75
YGR039W	526	757	0.69	1192	-0.53
YGR043C	1329	5725	0.23	6964	-2.14
YGR047C	805	1598	0.5	2312	-1.01
YHL046C	436	963	0.44	1308	-1.2
YHL050C	7824	11768	0.66	19500	-0.59
YHR003C	1466	2035	0.72	3409	-0.47
YHR018C	9104	19284	0.47	28296	-1.09
YHR021W-A	368	795	0.44	1072	-1.18
YHR025W	2132	2324	0.92	4366	-0.12
YHR040W	60	76	0.91	44	-0.13
YHR044C	2284	5104	0.44	7297	-1.17
YHR048W	295	386	0.77	589	-0.38
YHR063C	3503	8354	0.42	11769	-1.26
YHR067W	653	2163	0.29	2728	-1.78
YHR071W	6099	7172	0.85	13181	-0.23
YIL146C	676	2257	0.29	2842	-1.79
YIL150C	429	683	0.62	1021	-0.69
YIL154C	592	905	0.65	1406	-0.62
YIL170W	300	682	0.42	891	-1.26
YIL174W	125	311	0.33	344	-1.58
YIR001C	2321	4753	0.49	6984	-1.04
YIR017C	1296	2640	0.49	3844	-1.04
YIR020W-B	53	89	0.39	50	-1.36
YIR024C	47	61	0.89	17	-0.17
YIR040C	78	173	0.33	161	-1.6
YIR044C	10242	22375	0.46	32526	-1.13
YJL004C	3742	7331	0.51	10982	-0.98
YJR085C	7539	16532	0.46	23981	-1.14
YJR089W	1018	1764	0.57	2693	-0.8
YJR093C	1001	1668	0.6	2579	-0.75
YJR108W	353	377	0.97	640	-0.05
YJR112W	1107	1502	0.74	2517	-0.44
YJR116W	690	1302	0.52	1900	-0.94
YJR132W	1555	1340	1.18	2803	0.24
YJR135W-A	5801	13079	0.44	18788	-1.18
YJR139C	17829	38925	0.46	56662	-1.13
YJR155W	564	1440	0.38	1912	-1.4
YJR159W	693	2053	0.33	2655	-1.61
YKL001C	2786	3031	0.92	5725	-0.12
YKR075C	1206	1650	0.73	2765	-0.45
YKR079C	1474	793	1.94	2177	0.95
YKR083C	2307	3946	0.58	6163	-0.78
YKR099W	916	622	1.54	1448	0.62
YKR103W	268	426	0.61	604	-0.7
YLL001W	2024	3849	0.52	5783	-0.93
YLL017W	275	509	0.52	694	-0.95
YLL020C	2473	4531	0.54	6915	-0.88
YLL024C	21649	44329	0.49	65885	-1.03
YLL040C	479	1041	0.45	1427	-1.17
YLL044W	56	102	0.35	66	-1.53
YLL048C	2915	4902	0.59	7726	-0.75
YLR278C	770	1020	0.76	1698	-0.4
YLR282C	50	86	0.33	44	-1.58
YLR286C	21767	21735	1	43410	0
YLR301W	7298	15707	0.46	22913	-1.11
YLR305C	1707	2284	0.75	3900	-0.42
YLR309C	2056	3760	0.54	5725	-0.88
YLR324W	1528	3311	0.46	4747	-1.13
YLR328W	1893	2447	0.77	4249	-0.37
YLR332W	3300	4827	0.68	8036	-0.55
YLR348C	5303	13336	0.4	18549	-1.34
YLR352W	808	1671	0.48	2387	-1.07
YLR356W	1859	5761	0.32	7530	-1.65
YMR045C	21202	28470	0.74	49578	-0.43
YMR048W	1108	2576	0.42	3590	-1.24
YMR052C-A	197	421	0.43	525	-1.22
YMR067C	1487	3035	0.49	4430	-1.04
YMR071C	6599	11194	0.59	17701	-0.76
YMR075C-A	57	101	0.4	67	-1.34
YMR089C	2425	5966	0.4	8299	-1.31
YMR093W	1635	703	2.46	2246	1.3
YMR097C	1585	2227	0.71	3720	-0.49
YMR113W	1779	3361	0.53	5047	-0.93
YMR117C	1137	1913	0.59	2958	-0.76
YMR120C	15839	12209	1.3	27957	0.38
YNL083W	526	965	0.53	1399	-0.91
YNL087W	3988	4970	0.8	8867	-0.32
YNL091W	1554	2447	0.63	3907	-0.66
YNL107W	1409	2446	0.57	3764	-0.81
YNL111C	3051	3521	0.87	6480	-0.2
YNL115C	1774	4994	0.35	6675	-1.51
YNL131W	11005	22767	0.48	33679	-1.05
YNL135C	19153	29599	0.65	48660	-0.63
YNL139C	1292	1965	0.66	3164	-0.61
YNL155W	3534	8364	0.42	11806	-1.25
YNL159C	1835	4561	0.4	6304	-1.33
YNL163C	1831	1894	0.97	3633	-0.04
YOL047C	105	238	0.36	251	-1.49
YOL051W	2799	4634	0.6	7340	-0.73
YOL054W	1907	2681	0.71	4496	-0.49
YOL070C	3730	7035	0.53	10673	-0.92
YOL075C	612	890	0.69	1411	-0.54
YOL078W	683	1245	0.54	1838	-0.89
YOL094C	2242	3701	0.6	5853	-0.73
YOL098C	2505	3262	0.77	5677	-0.38
YOL102C	2748	4247	0.65	6904	-0.63
YOL116W	1323	2679	0.49	3910	-1.03
YOL120C	29803	14038	2.13	43749	1.09
YOL124C	3092	1360	2.34	4360	1.22
YOR257W	2966	4981	0.59	7855	-0.75
YOR261C	8610	17634	0.49	26152	-1.04
YOR265W	3750	8282	0.45	11940	-1.15
YOR281C	2631	4182	0.63	6720	-0.67
YOR285W	16976	39921	0.42	56805	-1.24
YOR289W	3044	14369	0.21	17320	-2.25
YOR304C-A	2013	3454	0.58	5375	-0.78
YOR307C	2318	3043	0.76	5270	-0.39
YOR311C	3466	6691	0.52	10066	-0.95
YOR327C	6721	13499	0.5	20129	-1.01
YOR331C	86	165	0.42	161	-1.24
YOR335C	7216	9934	0.73	17060	-0.46
YPL241C	1154	2394	0.48	3456	-1.07
YPL245W	1035	701	1.54	1644	0.62
YPL249C	824	2049	0.39	2781	-1.35
YPL262W	2978	6778	0.44	9664	-1.19
YPL266W	4189	2124	2	6220	1
YPL270W	2556	5303	0.48	7767	-1.06
YPR002W	527	9255	0.05	9690	-4.24
YPR006C	2019	5604	0.36	7531	-1.49
YPR010C	5313	1283	4.29	6504	2.1
YPR026W	1176	2829	0.41	3913	-1.29
YPR030W	413	820	0.49	1141	-1.04
YPR034W	1299	1959	0.66	3168	-0.6
EMPTY	62	68	1.44	39	0.52
EMPTY	60	65	1.83	34	0.87
EMPTY	47	57	1.8	14	0.85
EMPTY	47	61	1	18	0
EMPTY	54	71	0.83	33	-0.26
EMPTY	49	64	0.91	21	-0.14
EMPTY	73	79	1.31	60	0.39
EMPTY	133	218	0.57	259	-0.81
EMPTY	258	183	1.68	349	0.75
EMPTY	247	337	0.73	492	-0.45
EMPTY	63	70	1.41	41	0.5
EMPTY	64	73	1.25	45	0.32
EMPTY	64	66	2	39	1
EMPTY	56	61	2	27	1
EMPTY	56	74	0.82	40	-0.29
EMPTY	60	62	2.1	31	1.07
EMPTY	58	72	1	40	0
EMPTY	57	71	1.06	37	0.08
EMPTY	52	76	0.58	38	-0.78
EMPTY	56	63	1.64	29	0.71
EMPTY	51	61	1.63	21	0.7
EMPTY	48	61	1.11	19	0.15
EMPTY	53	64	1.36	26	0.45
EMPTY	134	197	0.66	239	-0.6
EMPTY	39	55	0	2	0
EMPTY	40	51	-2	1	0
EMPTY	38	51	0	-1	0
EMPTY	39	55	0.5	3	-1
EMPTY	39	53	1	2	0
EMPTY	40	51	-3	2	0
EMPTY	40	55	0.67	5	-0.58
EMPTY	35	52	-3	-2	0
EMPTY	37	50	0.5	-3	-1
YJL061W	668	905	0.74	1484	-0.44
YLL039C	8050	27778	0.29	35738	-1.79
YPL016W	364	493	0.74	769	-0.43
YJL061W	462	593	0.78	966	-0.35
YLL039C	7401	22641	0.33	29953	-1.62
YPL016W	285	397	0.72	592	-0.48
YJL061W	456	611	0.75	978	-0.42
YLL039C	6491	19355	0.33	25756	-1.58
YPL016W	217	307	0.7	435	-0.52
YJL061W	419	525	0.81	854	-0.31
YLL039C	6522	19172	0.34	25604	-1.56
YPL016W	223	332	0.66	466	-0.6
Q0017	60	98	0.47	69	-1.1
Q0055	61	134	0.29	106	-1.77
Q0075	42	96	0.11	50	-3.17
Q0255	43	89	0.16	43	-2.62
YAL002W	553	946	0.58	1411	-0.79
YAL007C	4610	6697	0.69	11217	-0.54
YAL023C	2004	2234	0.9	4148	-0.15
YAL027W	964	2008	0.47	2882	-1.08
YAL031C	616	1417	0.42	1943	-1.24
YAL044C	17161	24144	0.71	41214	-0.49
YAL048C	661	1161	0.56	1731	-0.83
YAL054C	1466	3386	0.43	4762	-1.22
YBR128C	371	1289	0.27	1571	-1.89
YBR132C	461	1585	0.28	1957	-1.86
YBR136W	311	599	0.5	820	-1
YBR152W	404	597	0.67	911	-0.57
YBR156C	290	474	0.6	675	-0.75
YBR160W	1219	2057	0.59	3186	-0.76
YBR175W	1036	1665	0.62	2612	-0.69
YBR179C	951	1792	0.53	2654	-0.93
YBR183W	716	1911	0.37	2538	-1.45
YBR199W	4748	8906	0.53	13565	-0.91
YBR203W	410	885	0.45	1205	-1.16
YBR207W	4472	8782	0.51	13165	-0.98
YDL035C	1443	2667	0.54	4021	-0.9
YDL039C	542	265	2.36	716	1.24
YDL043C	1028	1196	0.87	2134	-0.21
YDL058W	1195	1800	0.66	2905	-0.6
YDL062W	85	128	0.62	123	-0.69
YDL066W	3576	16920	0.21	20404	-2.25
YDL082W	17911	7774	2.31	25593	1.21
YDL086W	1651	3498	0.47	5059	-1.1
YDL090C	1072	2267	0.47	3249	-1.1
YDL106C	548	1062	0.5	1520	-0.99
YDL110C	1991	7039	0.28	8939	-1.84
YDL114W	153	296	0.48	359	-1.07
YDR162C	1283	1915	0.67	3108	-0.58
YDR166C	711	1153	0.61	1774	-0.71
YDR170C	1772	3000	0.59	4681	-0.77
YDR184C	1098	326	3.87	1334	1.95
YDR188W	5843	7428	0.79	13182	-0.35
YDR192C	550	676	0.82	1134	-0.29
YDR208W	1712	2981	0.57	4601	-0.81
YDR210W-B	36586	39424	0.93	75918	-0.11
YDR212W	4403	5592	0.79	9903	-0.34
YDR228C	990	1086	0.92	1985	-0.12
YDR232W	1292	1835	0.7	3036	-0.51
YDR236C	1571	3473	0.45	4953	-1.16
YDR529C	5179	12019	0.43	17107	-1.22
YDR533C	954	2931	0.32	3794	-1.65
YDR537C	80	162	0.39	152	-1.34
YEL008W	84	161	0.44	155	-1.2
YEL012W	1954	7336	0.26	9201	-1.93
YEL016C	887	1347	0.66	2144	-0.61
YEL030W	410	851	0.46	1170	-1.11
YEL034W	28744	23803	1.21	52457	0.27
YEL038W	1487	3666	0.4	5062	-1.32
YEL054C	37649	14511	2.6	52068	1.38
YEL058W	2655	4721	0.56	7284	-0.84
YEL061C	1406	2474	0.56	3790	-0.82
YFR007W	627	1439	0.42	1976	-1.24
YFR011C	2901	5033	0.57	7844	-0.8
YFR015C	306	1100	0.26	1316	-1.97
YFR030W	912	1357	0.67	2178	-0.58
YFR032C-A	46550	17178	2.72	63637	1.44
YFR036W	904	1282	0.7	2096	-0.51
YFR052W	3180	6773	0.47	9863	-1.1
YFR056C	47	114	0.16	71	-2.61
YGL003C	770	1278	0.6	1960	-0.74
YGL019W	2033	3420	0.59	5363	-0.76
YGL023C	793	1412	0.55	2116	-0.85
YGL027C	1386	2806	0.49	4102	-1.03
YGR063C	3129	4415	0.71	7454	-0.5
YGR067C	306	789	0.36	1005	-1.46
YGR071C	622	779	0.8	1311	-0.32
YGR087C	131	299	0.38	340	-1.41
YGR091W	480	778	0.61	1168	-0.72
YGR095C	1584	1554	1.03	3048	0.04
YGR109W-B	1152	2041	0.56	3103	-0.84
YGR113W	1561	2858	0.54	4328	-0.88
YGR117C	1327	1778	0.75	3015	-0.42
YGR132C	7722	15660	0.49	23292	-1.02
YGR136W	3005	6354	0.47	9270	-1.09
YGR140W	744	1070	0.7	1724	-0.52
YHR085W	1133	835	1.4	1878	0.48
YHR089C	11555	3500	3.34	14966	1.74
YHR093W	66	131	0.36	109	-1.46
YHR109W	573	982	0.58	1466	-0.79
YHR113W	1591	4963	0.32	6465	-1.66
YHR117W	1333	2271	0.58	3514	-0.78
YHR132W-A	3391	5888	0.57	9189	-0.8
YHR136C	6525	2141	3.11	8576	1.63
YHR139C-A	123	273	0.38	306	-1.38
YHR154W	1094	1327	0.83	2331	-0.27
YHR158C	1246	2455	0.5	3610	-0.99
YHR162W	16314	36477	0.45	52700	-1.16
YJL020C	995	2053	0.48	2958	-1.06
YJL024C	1460	2630	0.55	4000	-0.86
YJL028W	63	119	0.39	93	-1.37
YJL045W	104	251	0.34	265	-1.56
YJL049W	1114	1715	0.65	2740	-0.63
YJL053W	1492	3328	0.44	4731	-1.17
YJL069C	1027	525	2.09	1463	1.07
YJL073W	949	1330	0.71	2189	-0.49
YJL077C	92	183	0.41	186	-1.29
YJL093C	1019	1793	0.56	2722	-0.83
YJL097W	949	1182	0.81	2041	-0.31
YJL101C	1171	1971	0.59	3052	-0.76
YKL016C	3927	8039	0.49	11876	-1.04
YKL020C	745	1107	0.67	1761	-0.58
YKL024C	1800	2723	0.66	4432	-0.6
YKL039W	2725	5289	0.51	7923	-0.96
YKL043W	749	819	0.93	1478	-0.11
YKL047W	818	1176	0.7	1904	-0.52
YKL062W	723	2381	0.29	3015	-1.76
YKL066W	729	1504	0.48	2144	-1.07
YKL070W	76	164	0.34	151	-1.57
YKL086W	123	382	0.26	415	-1.96
YKL090W	512	844	0.6	1266	-0.74
YKL094W	3928	7742	0.51	11580	-0.98
YLL064C	1109	2689	0.41	3708	-1.3
YLR001C	815	1974	0.4	2699	-1.31
YLR005W	1319	2659	0.49	3888	-1.03
YLR021W	1462	2394	0.61	3766	-0.72
YLR025W	3128	6410	0.49	9446	-1.04
YLR029C	35074	15411	2.28	50393	1.19
YLR044C	38610	22025	1.76	60542	0.81
YLR048W	35605	15358	2.32	50870	1.22
YLR052W	1533	2496	0.61	3938	-0.71
YLR068W	2891	1730	1.7	4530	0.77
YLR072W	971	1277	0.76	2157	-0.39
YLR076C	114	160	0.72	184	-0.47
YLR372W	13828	6773	2.05	20512	1.04
YLR376C	543	932	0.57	1385	-0.8
YLR380W	570	805	0.71	1285	-0.5
YLR396C	623	1113	0.55	1645	-0.86
YLR400W	64	109	0.46	83	-1.13
YLR404W	445	731	0.6	1087	-0.74
YLR418C	1475	2462	0.6	3847	-0.75
YLR422W	548	863	0.63	1320	-0.67
YLR426W	591	1030	0.57	1531	-0.82
YLR441C	42677	17775	2.41	60360	1.27
YLR445W	68	125	0.4	101	-1.31
YLR449W	2450	1107	2.29	3465	1.19
YMR135W-A	47	99	0.2	55	-2.35
YMR139W	1462	3655	0.4	5027	-1.34
YMR143W	45428	16911	2.69	62248	1.43
YMR158C-B	33577	40831	0.82	74317	-0.28
YMR160W	687	1646	0.41	2243	-1.3
YMR164C	516	934	0.54	1359	-0.88
YMR178W	2935	7182	0.41	10026	-1.3
YMR182C	235	344	0.67	489	-0.57
YMR186W	20830	43105	0.48	63844	-1.05
YMR200W	4615	7486	0.62	12010	-0.7
YMR204C	758	1447	0.52	2114	-0.95
YMR208W	1655	3203	0.51	4767	-0.96
YNL179C	121	224	0.48	255	-1.05
YNL183C	1780	5048	0.35	6738	-1.52
YNL187W	295	585	0.48	790	-1.05
YNL203C	198	348	0.54	456	-0.89
YNL207W	2071	1539	1.37	3519	0.45
YNL211C	1015	1662	0.61	2587	-0.72
YNL227C	1211	1318	0.93	2440	-0.11
YNL231C	11078	15023	0.74	26011	-0.44
YNL235C	82	151	0.44	143	-1.17
YNL251C	1448	1089	1.36	2447	0.44
YNL255C	9964	8192	1.22	18065	0.29
YNL259C	9814	16986	0.58	26709	-0.79
YOL140W	807	817	1.01	1533	0.01
YOL144W	843	481	1.88	1234	0.91
YOL148C	1278	2157	0.59	3345	-0.76
YOL164W	817	1640	0.49	2366	-1.03
YOR002W	2958	5467	0.54	8335	-0.89
YOR006C	1834	1867	0.99	3611	-0.02
YOR021C	4662	5212	0.9	9784	-0.16
YOR025W	1517	2786	0.54	4212	-0.89
YOR029W	270	465	0.56	644	-0.83
YOR045W	11608	20184	0.57	31702	-0.8
YOR049C	3742	6572	0.57	10224	-0.82
YOR053W	227	497	0.43	634	-1.22
YOR349W	241	371	0.64	522	-0.65
YOR353C	890	1389	0.64	2189	-0.65
YOR357C	3072	5512	0.56	8493	-0.85
YOR373W	513	864	0.59	1286	-0.77
YOR377W	623	1527	0.4	2059	-1.33
YOR381W	1595	2304	0.69	3809	-0.53
YPL003W	1291	2260	0.57	3460	-0.82
YPL007C	1147	2055	0.55	3111	-0.85
YPL011C	1370	1930	0.71	3209	-0.49
YPL027W	55	115	0.27	80	-1.89
YPL031C	1427	3561	0.4	4898	-1.34
YPL035C	55	119	0.26	83	-1.96
YPR050C	76	159	0.36	144	-1.48
YPR054W	78	157	0.38	144	-1.38
YPR058W	1819	3582	0.5	5311	-0.99
YPR074C	7785	7953	0.98	15647	-0.03
YPR078C	63	126	0.34	99	-1.57
YPR082C	2671	5241	0.51	7822	-0.98
YPR098C	3616	9440	0.38	12965	-1.39
YPR102C	44330	17131	2.59	61369	1.37
YPR106W	706	1161	0.6	1776	-0.73
YPR122W	762	1155	0.66	1827	-0.61
YPR126C	72	148	0.36	129	-1.48
YPR130C	816	975	0.84	1700	-0.24
YAL042C-A	61	115	0.37	85	-1.43
YBL071W-A	1137	920	1.27	1967	0.34
YBR103C-A	80	189	0.3	177	-1.73
YDR210C-C	40127	35028	1.15	75063	0.2
YDR381C-A	2268	4624	0.49	6800	-1.04
YER074W-A	5293	8677	0.61	13879	-0.71
YLR099W-A	2375	4022	0.59	6306	-0.76
YML007C-A	181	330	0.52	419	-0.95
YML034C-A	72	160	0.32	141	-1.65
YOR314W-A	91	185	0.4	186	-1.33
YPL096C-A	1915	3401	0.56	5226	-0.84
EMPTY	68	86	0.88	64	-0.18
EMPTY	36	53	-2	-1	0
EMPTY	37	52	1	-2	0
EMPTY	37	51	0	-1	0
EMPTY	39	54	0.5	3	-1
EMPTY	37	54	-0.5	1	0
EMPTY	37	50	0.5	-3	-1
EMPTY	38	51	0	-1	0
EMPTY	38	53	1	2	0
EMPTY	36	51	1	-2	0
EMPTY	38	53	-1	0	0
YCONTROL57	39	95	0.08	43	-3.74
YCONTROL91	39	87	0.09	35	-3.42
YCONTROL97	38	87	0.09	36	-3.46
YCONTROL57	40	108	0.09	59	-3.43
YCONTROL91	37	89	0.03	35	-5.09
YCONTROL97	39	66	0.25	15	-2
YCONTROL57	39	95	0.07	44	-3.77
YCONTROL91	40	90	0.08	39	-3.58
YCONTROL97	39	71	0.11	20	-3.17
YCONTROL57	40	83	0.14	33	-2.86
YCONTROL91	43	96	0.14	48	-2.81
YCONTROL97	42	65	0.42	17	-1.26
YBL068W	1867	1507	1.26	3284	0.33
YBL072C	47053	15837	2.98	62798	1.57
YBL076C	7706	6840	1.13	14455	0.18
YBL091C-A	1143	2243	0.51	3296	-0.99
YBL095W	971	1975	0.49	2856	-1.04
YBL099W	3211	7002	0.46	10122	-1.13
YBL113C	6514	9907	0.66	16330	-0.6
YBR004C	1751	2293	0.77	3955	-0.38
YBR008C	659	1109	0.59	1677	-0.76
YBR022W	2728	5367	0.51	8004	-0.98
YBR026C	1568	4791	0.32	6267	-1.63
YBR030W	925	899	1.05	1732	0.07
YCL032W	781	1470	0.53	2159	-0.93
YCL036W	393	272	1.63	574	0.71
YCL040W	4847	19400	0.25	24156	-2.01
YCL057W	1535	3594	0.42	5038	-1.24
YCL063W	750	1640	0.45	2298	-1.16
YCL067C	2529	4916	0.51	7353	-0.96
YCR010C	245	598	0.38	751	-1.39
YCR014C	911	1268	0.72	2087	-0.48
YCR018C	1236	2419	0.51	3564	-0.98
YCR030C	1001	2189	0.45	3099	-1.14
YCR034W	5100	4930	1.04	9939	0.05
YCR038C	592	816	0.73	1317	-0.45
YDL236W	4341	6978	0.62	11228	-0.69
YDL240W	721	1377	0.52	2006	-0.95
YDL244W	964	2560	0.37	3432	-1.43
YDR012W	37180	18807	1.98	55895	0.99
YDR016C	3501	6417	0.54	9826	-0.88
YDR020C	1428	1358	1.07	2694	0.09
YDR034C-C	9187	15067	0.61	24162	-0.71
YDR036C	1242	2268	0.54	3418	-0.88
YDR040C	2457	5520	0.44	7884	-1.18
YDR056C	4201	7852	0.53	11961	-0.91
