Display_Name	Portion_Default	Portion_Display_Name	Calories	Saturated_Fats
Cooked barley	1	cup	98.82	0.0729
Grits, no fat added	1	cup, cooked	55.66	0.0121
Grits, with butter	1	cup, cooked	88.92	0.75335
Oatmeal (plain)	1	cup, cooked	72.54	0.2106
Oatmeal (flavored)	1	cup, cooked	106.47	0.2457
Oatmeal (flavored)	2	packet, cooked	132.86	0.3066
White rice, no fat added	1	cup, cooked	101.91	0.0553
Brown rice, no fat added	1	cup, cooked	107.25	0.16575
Wild rice, no fat added	1	cup, cooked	65	0.0325
White rice, with butter or oil	1	cup, cooked	118.175	0.4075
Cream of wheat	1	cup, cooked	55.22	0.0251
All-Bran cereal	1	cup	156	0.324
All-Bran cereal	2	single serving box	91	0.189
Apple Jacks cereal	1	cup	117	0.12
Apple Jacks cereal	2	single serving box	105.3	0.108
Cap'n Crunch cereal	1	cup	144.36	0.54
Cheerios	1	cup	110.7	0.36
Cheerios	2	single serving box	77.49	0.252
Chex cereal (corn, wheat, or bran)	1	cup	143.13	0.1365
Cinnamon Toast Crunch cereal	1	cup	160.36	0.684
Cinnamon Toast Crunch cereal	2	single serving box	139.26	0.594
Cocoa Puffs cereal	1	cup	117	0.21
Corn flakes cereal	1	cup	90.25	0.0475
Corn flakes cereal	2	single serving box	75.81	0.0399
Fiber One cereal	1	cup	118.2	0.24
Bran flakes cereal	1	cup	144	0.18
Froot Loops cereal	1	cup	110.04	0.4256
Froot Loops cereal	2	single serving box	106.11	0.4104
Frosted Mini-Wheats cereal	1	cup	204	0.216
Frosted Mini-Wheats cereal	2	single serving box	119	0.126
Fruity Pebbles cereal	1	cup	144.36	0.324
Golden Grahams cereal	1	cup	148.8	0.24
Granola cereal (homemade)	1	cup	298.9	2.7694
Low-fat granola cereal	1	cup	209	0.605
Grape-Nuts cereal	1	cup	97.8275	0.109
Honey Bunches of Oats cereal	1	cup	157.6	0.32
Honeycomb cereal	1	cup	86.9	0.132
Honey Nut Cheerios	1	cup	111.9	0.24
Honey Nut Cheerios	2	single serving box	104.44	0.224
Honey Smacks cereal	1	cup	150.93	0.117
Kashi, puffed	1	cup	87.6	0.0792
Kix cereal	1	cup	82.94	0.11
Kix cereal	2	single serving box	67.86	0.09
Life cereal (plain & cinnamon)	1	cup	165	0.3564
Lucky Charms cereal	1	cup	114	0.24
